audit_speed,audit_length,audit_height,audit_width,audit_gap,audit_headway,audit_occupancy,vehicleClass
73.0,13337,4030,2550,1418,1599,657,มากกว่า 6 
98.0,4501,1460,1620,2902,3066,164,4 ล้อ
67.0,12026,4080,2510,7727,7992,646,มากกว่า 6 
71.0,10066,3850,2630,8305,8470,508,6 ล้อ
76.0,5000,2080,1560,3880,4044,180,4 ล้อ
105.0,4316,1880,1720,2248,2414,147,4 ล้อ
88.0,7295,2230,2420,2982,3330,296,6 ล้อ
54.0,17737,4000,2480,1217,2362,1162,มากกว่า 6 
68.0,8000,3430,2550,2067,2296,358,6 ล้อ
70.0,17473,4480,2460,6930,7373,896,มากกว่า 6 
44.0,13000,4230,2520,823,1482,941,มากกว่า 6 
94.0,9042,3800,1670,10589,10737,343,6 ล้อ
78.0,16905,4430,2480,2816,2980,778,มากกว่า 6 
76.0,15940,4460,2490,5044,5242,746,มากกว่า 6 
90.0,4148,1720,1330,1452,1600,164,4 ล้อ
95.0,4806,1690,1470,9229,9377,180,4 ล้อ
76.0,4544,1740,1470,1280,1462,213,4 ล้อ
95.0,3023,1460,1250,3448,3613,113,4 ล้อ
96.0,5000,2660,1730,3365,3513,161,4 ล้อ
57.0,10019,3920,2640,0,0,626,6 ล้อ
59.0,16073,3490,2610,34205,34418,978,มากกว่า 6 
96.0,4419,1750,1330,7443,7590,164,4 ล้อ
61.0,16589,4520,2500,7941,8106,978,มากกว่า 6 
102.0,4157,1820,1720,970,1101,146,4 ล้อ
80.0,17343,4070,2510,5640,6558,774,มากกว่า 6 
75.0,19751,3440,2740,4198,4694,942,มากกว่า 6 
80.0,9495,3830,2620,2468,2698,424,6 ล้อ
49.0,14094,3510,2660,2503,2935,1014,มากกว่า 6 
69.0,17647,3950,2510,3551,3698,908,มากกว่า 6 
64.0,16385,3530,2680,4697,4928,909,มากกว่า 6 
78.0,3967,1470,1550,768,1015,181,4 ล้อ
66.0,10046,3870,2640,4619,5127,546,6 ล้อ
59.0,9465,3850,2620,1368,1633,575,6 ล้อ
65.0,15688,4490,2200,4947,5161,858,มากกว่า 6 
73.0,10454,3970,2660,2087,2629,512,6 ล้อ
66.0,9721,3750,2110,3382,3662,527,6 ล้อ
81.0,5000,2220,1530,2380,2594,212,4 ล้อ
64.0,8000,4220,2310,6886,7035,382,มากกว่า 6 
89.0,4479,1690,1650,2665,2813,180,4 ล้อ
86.0,8261,3350,2490,14924,15120,343,6 ล้อ
73.0,11343,4200,2490,2467,2664,557,มากกว่า 6 
63.0,9218,3860,2430,4999,5312,525,6 ล้อ
0.0,0,2960,2550,5797,5978,998,มากกว่า 6 
27.0,4748,1460,1430,1192,1789,632,4 ล้อ
93.0,4219,1850,1600,2034,2710,162,4 ล้อ
69.0,9587,3840,2630,6344,6526,495,6 ล้อ
76.0,3852,1420,1470,3378,3609,181,4 ล้อ
88.0,4837,1610,1720,1102,1249,197,4 ล้อ
68.0,19583,3610,2720,2303,3331,1028,มากกว่า 6 
72.0,3645,1580,1710,1933,2198,180,4 ล้อ
92.0,3775,1390,1410,3034,3199,147,4 ล้อ
65.0,9769,2680,2530,10512,10970,533,มากกว่า 6 
67.0,11731,3570,2590,6498,6646,626,มากกว่า 6 
62.0,16355,4050,2510,7459,7623,941,มากกว่า 6 
73.0,16206,4470,2550,3669,4046,790,มากกว่า 6 
56.0,15848,4430,2310,2608,3599,1008,มากกว่า 6 
65.0,17729,3440,2560,2302,2516,976,มากกว่า 6 
87.0,3992,1410,1740,573,737,164,4 ล้อ
79.0,16812,4140,2510,1532,1681,762,มากกว่า 6 
86.0,8293,3630,1600,2302,2467,343,6 ล้อ
0.0,0,2890,2520,2829,3210,977,มากกว่า 6 
64.0,8280,2790,2600,6529,6677,462,มากกว่า 6 
61.0,9515,3870,2580,985,1566,558,6 ล้อ
68.0,9172,2980,2090,1222,1651,482,6 ล้อ
44.0,16173,4470,2330,3066,3247,1307,มากกว่า 6 
94.0,5171,2300,1570,2601,2765,196,4 ล้อ
29.0,17553,4070,2550,5617,5999,2129,มากกว่า 6 
65.0,10000,3830,2620,1835,2383,546,6 ล้อ
60.0,8310,3700,2510,4410,4980,491,6 ล้อ
118.0,4322,1370,1640,2932,3080,130,4 ล้อ
64.0,9071,3640,2580,1604,2584,508,6 ล้อ
71.0,9106,3760,2500,5327,5841,458,มากกว่า 6 
72.0,8687,3840,2560,1519,1685,430,6 ล้อ
76.0,4584,1660,1770,1002,1199,214,4 ล้อ
80.0,9920,3940,2620,851,1018,446,มากกว่า 6 
65.0,8951,3960,2310,1950,2131,491,มากกว่า 6 
77.0,13398,4030,2550,3898,4395,625,มากกว่า 6 
67.0,7124,2210,2340,2335,3216,379,6 ล้อ
71.0,9414,3850,2490,8512,8709,475,มากกว่า 6 
87.0,8000,4310,2010,2034,2165,309,6 ล้อ
69.0,17405,4090,2570,3558,4028,901,มากกว่า 6 
88.0,8848,3830,1620,3980,4162,359,มากกว่า 6 
70.0,10014,3840,2580,7973,8185,508,มากกว่า 6 
95.0,3468,1320,1360,955,1103,130,4 ล้อ
57.0,9174,3910,2350,4114,4328,575,มากกว่า 6 
64.0,9120,3820,2420,8112,8610,508,6 ล้อ
45.0,9430,3200,2520,2462,2844,750,มากกว่า 6 
69.0,10264,3810,2570,3813,3961,529,6 ล้อ
75.0,8345,2680,2050,7747,7911,397,6 ล้อ
78.0,9069,2960,2380,3352,3530,416,6 ล้อ
66.0,9556,3840,1620,4231,4362,515,6 ล้อ
67.0,9463,3870,2580,6041,6269,508,6 ล้อ
60.0,20000,4050,2540,4317,4516,1196,มากกว่า 6 
66.0,8000,3250,2580,8006,8171,376,6 ล้อ
112.0,4058,1440,1570,1782,1896,130,4 ล้อ
71.0,17462,4120,2540,1285,2165,878,มากกว่า 6 
92.0,4216,1440,1500,967,1131,164,4 ล้อ
64.0,8889,3530,2530,2547,2711,497,6 ล้อ
74.0,11311,4050,2630,2183,2583,545,6 ล้อ
68.0,9454,3620,2580,5830,6298,496,6 ล้อ
68.0,16040,4090,2490,4070,4249,846,มากกว่า 6 
65.0,11127,4680,2670,2438,3312,610,มากกว่า 6 
78.0,19385,3800,1760,1746,1912,892,มากกว่า 6 
69.0,9240,2660,2550,5558,5706,478,มากกว่า 6 
0.0,0,2830,2520,8747,9274,1177,มากกว่า 6 
111.0,4052,1840,1400,3761,3926,130,4 ล้อ
70.0,14862,4490,2500,18206,18386,757,มากกว่า 6 
77.0,20000,4090,2540,8206,8355,929,มากกว่า 6 
65.0,9780,3920,2610,2467,2681,541,6 ล้อ
66.0,17686,3960,2590,15122,15301,959,มากกว่า 6 
81.0,8000,3330,2500,38118,38347,329,6 ล้อ
99.0,4087,1620,1170,2101,2297,148,4 ล้อ
63.0,16673,4440,2520,7128,8106,945,มากกว่า 6 
92.0,3357,1450,1290,1054,1252,130,4 ล้อ
94.0,4315,1440,1730,2147,2296,164,4 ล้อ
73.0,16593,3510,2510,6979,7176,812,มากกว่า 6 
64.0,16802,3680,2530,9776,9907,945,มากกว่า 6 
66.0,17288,3570,2390,2501,2961,935,มากกว่า 6 
67.0,9527,3880,2610,1753,1918,508,6 ล้อ
54.0,8000,3030,2350,1963,2212,409,6 ล้อ
0.0,0,2910,2430,12577,12674,827,มากกว่า 6 
103.0,4190,1880,1680,1715,1881,145,4 ล้อ
13.0,4589,1620,1760,3226,4158,1182,4 ล้อ
86.0,4350,1510,1630,805,953,180,4 ล้อ
59.0,20000,3960,2640,16060,16255,1229,มากกว่า 6 
77.0,10388,3860,2620,7312,7526,485,มากกว่า 6 
100.0,4528,1630,1840,4331,4496,162,4 ล้อ
64.0,13000,3600,2580,9274,9456,643,มากกว่า 6 
94.0,3411,1680,1590,2268,2382,130,4 ล้อ
75.0,5840,2900,2150,1834,2246,279,6 ล้อ
118.0,4862,1630,1740,3152,3267,147,4 ล้อ
82.0,3795,1430,1300,1265,1480,165,4 ล้อ
80.0,12022,4230,2520,6148,6312,535,มากกว่า 6 
81.0,10054,3860,2590,5585,6027,443,6 ล้อ
92.0,5052,2210,1350,901,1082,196,4 ล้อ
71.0,18000,4400,2490,2312,2461,912,มากกว่า 6 
88.0,9365,3690,2590,72616,72733,380,6 ล้อ
68.0,8000,3360,2440,8492,8623,376,6 ล้อ
100.0,5035,1970,1620,2552,2666,180,4 ล้อ
64.0,17237,4080,2500,1305,1518,963,มากกว่า 6 
99.0,4078,1820,1740,580,695,146,4 ล้อ
73.0,12500,3990,2500,417,616,680,มากกว่า 6 
92.0,4166,1870,1610,2916,3114,162,4 ล้อ
85.0,3899,1850,1650,2067,2265,164,4 ล้อ
67.0,9328,3850,2570,2302,2799,497,6 ล้อ
62.0,9712,3760,2470,2383,2616,563,6 ล้อ
87.0,9131,4390,2040,4134,4314,377,มากกว่า 6 
78.0,11382,3880,2640,1786,1934,524,มากกว่า 6 
75.0,11418,3610,2080,1916,2114,544,มากกว่า 6 
75.0,8000,3260,2270,3419,3698,365,6 ล้อ
109.0,3960,1670,1140,7694,7808,130,4 ล้อ
65.0,9900,3770,2560,47242,48171,543,6 ล้อ
58.0,13000,4110,2480,4928,5059,708,มากกว่า 6 
96.0,3948,1780,1620,1730,1861,146,4 ล้อ
71.0,19832,3910,2550,7116,7263,993,มากกว่า 6 
77.0,8441,3440,2490,2070,3012,394,6 ล้อ
81.0,12239,3870,2670,5344,5574,543,6 ล้อ
106.0,3385,1400,1310,6595,6675,113,4 ล้อ
74.0,9905,3770,2570,7162,7310,480,6 ล้อ
48.0,5200,1790,1670,3018,3584,648,4 ล้อ
90.0,5000,2180,1720,5161,5292,179,4 ล้อ
70.0,5200,1900,1540,4415,4679,280,4 ล้อ
78.0,10149,3460,2520,12903,13067,466,มากกว่า 6 
34.0,4997,1790,1750,3013,3762,514,4 ล้อ
75.0,9252,3840,2540,4996,5211,441,6 ล้อ
74.0,17221,3680,2040,4799,4980,827,มากกว่า 6 
111.0,4025,1750,1530,3863,4045,129,4 ล้อ
70.0,8975,3970,1140,10461,10642,459,6 ล้อ
68.0,4372,1440,1540,3750,3999,231,4 ล้อ
103.0,3263,1510,1600,3447,3578,113,4 ล้อ
113.0,4112,1410,1400,8414,8629,130,4 ล้อ
104.0,4291,1550,1630,1031,1196,147,4 ล้อ
67.0,10385,3770,2570,37529,38010,551,6 ล้อ
114.0,7371,1800,1400,4714,4844,230,4 ล้อ
89.0,12329,4330,1590,990,1466,497,มากกว่า 6 
106.0,5200,1700,1790,4481,4613,180,4 ล้อ
94.0,3441,1460,1610,3853,4034,130,4 ล้อ
76.0,10462,3820,1870,1150,1315,492,มากกว่า 6 
71.0,9469,3840,2470,1774,2019,479,6 ล้อ
86.0,3975,1430,1520,1353,1680,164,4 ล้อ
58.0,16250,4420,2370,1576,1823,991,มากกว่า 6 
89.0,7320,3090,2070,2952,3082,295,6 ล้อ
67.0,9621,3830,2670,2736,3299,509,6 ล้อ
86.0,9492,3910,1880,22897,23028,393,6 ล้อ
76.0,9757,3670,2650,4049,4575,458,6 ล้อ
52.0,15597,4510,2390,12542,12738,1074,มากกว่า 6 
62.0,15699,4410,2530,8705,8853,906,มากกว่า 6 
67.0,9501,3910,2610,3566,4496,508,6 ล้อ
60.0,9237,3350,2480,951,1565,551,มากกว่า 6 
75.0,18279,3120,2560,2163,2411,867,มากกว่า 6 
90.0,4939,1780,1870,1566,1764,197,4 ล้อ
101.0,4150,1770,1650,7977,8125,146,4 ล้อ
71.0,13398,4370,2520,22250,22498,675,มากกว่า 6 
72.0,17033,3680,2400,2151,2315,846,มากกว่า 6 
95.0,4753,1640,1670,4002,4150,179,4 ล้อ
59.0,10091,3940,2560,4602,4797,609,มากกว่า 6 
105.0,3854,1570,1120,14683,14832,131,4 ล้อ
67.0,2500,1320,1760,2515,2746,130,4 ล้อ
57.0,8166,3550,2460,5851,6049,509,6 ล้อ
63.0,16360,4440,2500,11654,11818,924,มากกว่า 6 
68.0,10458,3670,2600,2467,2615,547,6 ล้อ
75.0,3443,1690,1510,1715,1930,163,4 ล้อ
82.0,11428,3400,2610,1518,1682,498,มากกว่า 6 
90.0,9130,3330,2510,23708,23857,364,มากกว่า 6 
0.0,0,3930,2670,3331,4263,3334,มากกว่า 6 
75.0,11719,3920,2450,2230,2380,558,มากกว่า 6 
66.0,8000,2930,2230,479,1145,400,6 ล้อ
87.0,3962,1810,1530,3267,3432,163,4 ล้อ
60.0,9633,3880,2550,0,0,576,มากกว่า 6 
81.0,9752,3450,2490,14942,15171,432,6 ล้อ
67.0,13000,4130,2670,1369,1567,676,มากกว่า 6 
85.0,9285,3860,2590,13537,13901,390,6 ล้อ
68.0,15685,3660,2510,10859,11041,826,มากกว่า 6 
90.0,4573,1780,1500,5113,5277,181,4 ล้อ
63.0,10048,3770,2550,814,1411,565,6 ล้อ
83.0,4199,1420,1500,1284,1450,180,4 ล้อ
60.0,15958,3140,2390,5215,5592,945,มากกว่า 6 
67.0,15207,4050,2490,2202,2416,807,มากกว่า 6 
70.0,10037,2720,2490,2721,2934,512,มากกว่า 6 
87.0,5200,3340,1880,1268,1431,230,6 ล้อ
71.0,9473,3740,2570,1643,1825,475,มากกว่า 6 
70.0,9229,3910,2540,11303,11517,474,6 ล้อ
90.0,3714,1490,1400,3799,3964,147,4 ล้อ
96.0,3975,1390,1280,1100,1279,147,4 ล้อ
110.0,8105,3080,2400,13252,13485,264,6 ล้อ
69.0,8000,3410,2500,8342,8492,399,6 ล้อ
80.0,15827,4080,2500,1920,2133,708,มากกว่า 6 
98.0,3587,1460,1350,2997,3178,131,4 ล้อ
104.0,4291,1800,1500,653,818,147,4 ล้อ
80.0,9633,3880,2580,8345,8494,429,มากกว่า 6 
58.0,9340,3750,2300,4676,4926,577,6 ล้อ
34.0,5200,1800,1620,1463,2195,931,4 ล้อ
95.0,3916,1620,1630,21780,21961,147,4 ล้อ
97.0,3980,1420,1670,11456,11622,147,4 ล้อ
90.0,10386,4220,2530,3197,3377,413,มากกว่า 6 
66.0,15828,4320,2540,38298,39429,857,มากกว่า 6 
64.0,16966,4040,2520,6563,6761,946,มากกว่า 6 
73.0,9055,3810,2410,939,1151,441,6 ล้อ
56.0,15349,4410,2480,12806,12937,973,มากกว่า 6 
121.0,4434,1780,1230,6945,7127,131,4 ล้อ
74.0,16343,4460,2530,5049,5246,790,มากกว่า 6 
68.0,12500,3810,2550,9974,10172,705,6 ล้อ
19.0,5000,2390,1760,1346,2196,880,6 ล้อ
8.0,8000,3160,2500,4877,7591,2117,6 ล้อ
78.0,8616,3240,2290,37019,37777,394,มากกว่า 6 
76.0,10243,3840,2600,2700,3680,484,6 ล้อ
65.0,17000,2800,2670,2464,2662,909,มากกว่า 6 
75.0,10895,4010,2720,2267,2431,517,มากกว่า 6 
99.0,4573,1760,1060,6795,6977,164,4 ล้อ
59.0,16587,3610,2420,4983,5163,997,มากกว่า 6 
108.0,4939,1750,1387,4967,5131,164,4 ล้อ
66.0,8164,3290,2480,981,1245,442,6 ล้อ
71.0,9372,3860,2600,8441,8622,474,6 ล้อ
112.0,5200,1580,1550,7179,7327,180,4 ล้อ
68.0,18000,3430,2310,35516,35614,950,มากกว่า 6 
76.0,8000,3300,2370,10340,10539,326,6 ล้อ
90.0,4159,1400,1570,1995,2160,164,4 ล้อ
96.0,3538,1470,1580,2069,2200,131,4 ล้อ
74.0,16876,3190,2490,725,1004,816,มากกว่า 6 
69.0,16403,3510,2580,3218,3715,847,มากกว่า 6 
87.0,4742,2790,1620,1237,1418,194,4 ล้อ
58.0,18085,3950,2580,3352,3548,1108,มากกว่า 6 
60.0,15225,4470,2140,19666,19862,907,มากกว่า 6 
74.0,11574,4280,2500,4556,4886,559,มากกว่า 6 
72.0,9000,3460,2370,11672,11871,448,มากกว่า 6 
78.0,19558,3810,2660,2467,2649,896,มากกว่า 6 
63.0,18269,4350,2610,603,1084,1032,มากกว่า 6 
67.0,11810,3810,2380,1393,1918,626,6 ล้อ
79.0,9410,3510,2600,3534,3781,427,6 ล้อ
81.0,8000,3360,2370,7147,7311,330,6 ล้อ
42.0,10716,3730,2340,532,1031,917,มากกว่า 6 
73.0,9102,2810,2480,4462,4643,447,มากกว่า 6 
61.0,8981,3890,2610,6933,7680,524,มากกว่า 6 
99.0,3145,1480,1430,3915,4029,113,4 ล้อ
84.0,4260,1420,1400,3581,3714,181,4 ล้อ
66.0,16261,3670,2530,6763,6960,877,มากกว่า 6 
56.0,8033,2940,2500,11308,11905,513,6 ล้อ
73.0,16830,4090,2620,3520,3698,828,มากกว่า 6 
67.0,8000,2450,2440,3668,4014,379,6 ล้อ
29.0,8000,3370,2470,2742,4378,859,6 ล้อ
74.0,8561,3360,2590,1099,1580,411,6 ล้อ
59.0,5200,2080,1660,1482,1779,314,4 ล้อ
78.0,16251,4460,2490,13272,13419,746,มากกว่า 6 
101.0,4160,1790,1670,1033,1164,147,4 ล้อ
72.0,8192,3740,2470,1386,1832,408,6 ล้อ
109.0,5200,2400,1640,8791,8956,182,4 ล้อ
86.0,5200,2140,1940,2896,3027,229,4 ล้อ
64.0,8579,3640,2570,7578,7744,481,มากกว่า 6 
64.0,15266,4520,2570,14095,14570,857,มากกว่า 6 
75.0,10473,3920,2590,15820,15968,496,6 ล้อ
81.0,4121,1420,1470,1531,1713,181,4 ล้อ
79.0,10316,3750,2640,6747,6928,467,6 ล้อ
65.0,9253,3780,2480,11077,11208,508,6 ล้อ
67.0,9883,3930,2610,9175,9339,524,6 ล้อ
23.0,7734,2770,2300,3114,3862,1196,6 ล้อ
90.0,4944,1900,1320,1435,1649,197,4 ล้อ
78.0,9020,2950,2530,746,894,411,มากกว่า 6 
98.0,4047,1340,1370,2198,2346,147,4 ล้อ
88.0,4405,1660,1740,681,863,180,4 ล้อ
122.0,4997,2250,1560,703,849,147,4 ล้อ
75.0,8890,3820,2560,900,1081,424,6 ล้อ
61.0,16788,4460,2500,4315,4463,989,มากกว่า 6 
107.0,3913,1660,1200,6312,6492,130,4 ล้อ
72.0,18453,4360,2680,10640,10888,913,มากกว่า 6 
64.0,17389,4050,2540,2105,2597,963,มากกว่า 6 
115.0,4211,1410,1480,1296,1427,130,4 ล้อ
99.0,4080,1390,1500,4331,4496,147,4 ล้อ
66.0,10138,3850,2580,6943,7109,546,6 ล้อ
85.0,6967,3050,2280,6624,7171,294,6 ล้อ
78.0,8556,3430,1930,3444,3592,394,6 ล้อ
47.0,9999,3900,2590,2629,3010,759,6 ล้อ
81.0,4101,1760,1520,1152,1335,180,4 ล้อ
64.0,4453,1770,1710,1169,1384,247,4 ล้อ
58.0,17000,3010,2580,5472,5931,977,มากกว่า 6 
50.0,17172,4480,2560,1166,1580,1229,มากกว่า 6 
84.0,3058,1420,1330,1212,1377,130,4 ล้อ
74.0,9897,3940,2630,5532,5744,476,6 ล้อ
56.0,16132,4420,2460,17765,18213,1024,มากกว่า 6 
84.0,3844,1450,1510,2282,2462,163,4 ล้อ
81.0,5154,2560,1710,283,513,228,4 ล้อ
76.0,13640,4060,2600,1372,1998,644,มากกว่า 6 
62.0,13000,3670,2720,15036,15218,659,มากกว่า 6 
63.0,17736,3620,2590,13719,13867,1009,มากกว่า 6 
107.0,5200,1760,1670,865,1045,179,4 ล้อ
88.0,4461,1560,1460,2682,2829,181,4 ล้อ
71.0,18362,4010,2760,1115,1279,924,มากกว่า 6 
67.0,18000,4050,2510,9363,9559,980,มากกว่า 6 
118.0,4890,1610,1600,2584,2715,148,4 ล้อ
87.0,4356,1650,1560,4277,4458,180,4 ล้อ
66.0,9806,3940,2630,1215,1498,528,6 ล้อ
88.0,9255,4040,2580,7742,7906,375,6 ล้อ
76.0,10147,3820,2620,2047,2245,479,6 ล้อ
55.0,17063,3530,2410,6047,6244,1100,มากกว่า 6 
98.0,4493,1760,1860,4134,4314,163,4 ล้อ
93.0,5000,2800,710,1415,1580,179,4 ล้อ
66.0,9336,3690,2530,1085,1578,509,มากกว่า 6 
87.0,4716,2790,1700,1387,1585,194,4 ล้อ
98.0,3096,1430,1380,4311,4443,113,4 ล้อ
88.0,8416,3760,2100,999,1180,342,6 ล้อ
71.0,10870,3810,2640,7381,7791,546,6 ล้อ
67.0,10327,3610,2600,9794,10059,550,มากกว่า 6 
75.0,3801,1460,1570,2054,2285,180,4 ล้อ
96.0,4396,1670,1870,1165,1313,163,4 ล้อ
74.0,15761,3520,2510,6158,6339,762,มากกว่า 6 
63.0,10268,3890,2590,2867,4227,580,6 ล้อ
86.0,8000,3600,2390,10408,10557,292,6 ล้อ
41.0,8000,3020,2490,2853,3713,626,6 ล้อ
74.0,4432,1680,1470,1734,1948,214,4 ล้อ
82.0,8594,4010,2580,1406,1637,376,6 ล้อ
62.0,11468,3600,2300,7741,7941,659,6 ล้อ
65.0,16545,4430,2510,20101,20298,907,มากกว่า 6 
93.0,4700,2410,1370,1383,1547,180,4 ล้อ
118.0,4270,1760,1700,2778,2926,130,4 ล้อ
67.0,10227,3860,2520,6016,6246,546,มากกว่า 6 
57.0,11374,3830,2530,1398,1812,718,6 ล้อ
77.0,8000,3050,1710,1402,1550,362,6 ล้อ
85.0,4287,1440,1480,679,895,181,4 ล้อ
83.0,3426,1420,1640,4245,4427,147,4 ล้อ
77.0,10288,3920,2580,3219,3433,479,6 ล้อ
41.0,18000,4460,2470,2134,2977,1645,มากกว่า 6 
89.0,10317,3860,2620,3948,4080,413,มากกว่า 6 
86.0,8747,2950,2110,6228,6690,363,มากกว่า 6 
86.0,18000,4410,2500,10394,10886,774,มากกว่า 6 
94.0,5000,2790,1750,4545,4709,179,4 ล้อ
81.0,9597,3890,2360,1468,1684,425,6 ล้อ
76.0,8000,3050,2200,5561,5758,327,6 ล้อ
76.0,9523,3140,2280,5033,5197,446,มากกว่า 6 
66.0,10171,3930,2480,5834,6016,546,6 ล้อ
98.0,3135,1440,1320,6430,6626,114,4 ล้อ
71.0,17429,4420,2560,27209,27421,873,มากกว่า 6 
63.0,16379,4440,2470,18159,18593,929,มากกว่า 6 
50.0,18193,3820,2580,16924,17483,1294,มากกว่า 6 
31.0,10193,3920,2600,1265,1880,1163,6 ล้อ
87.0,8414,3030,2380,1933,2130,345,6 ล้อ
29.0,17318,3700,2490,4163,4779,2117,มากกว่า 6 
85.0,10773,4400,2490,5145,5704,452,มากกว่า 6 
67.0,8637,3910,2590,4693,4824,457,6 ล้อ
90.0,9441,3800,2620,24354,24756,375,6 ล้อ
95.0,4792,1760,1630,930,1112,180,4 ล้อ
87.0,3955,1720,1600,1171,1368,163,4 ล้อ
73.0,18673,3900,2620,4233,4397,908,มากกว่า 6 
61.0,9463,4010,2700,23341,23855,558,มากกว่า 6 
26.0,5200,1850,1680,849,1631,981,4 ล้อ
32.0,8157,3410,2470,2796,3329,909,6 ล้อ
88.0,4021,1880,1370,1144,1310,163,4 ล้อ
50.0,10610,3760,2490,1388,1633,760,6 ล้อ
88.0,10004,3770,2590,2845,3076,408,6 ล้อ
62.0,12500,3960,2600,962,1227,759,มากกว่า 6 
100.0,4525,2790,1560,905,1102,161,4 ล้อ
72.0,9677,3730,2680,7543,7939,479,6 ล้อ
98.0,4960,1780,1630,3847,3979,180,4 ล้อ
31.0,16780,4440,2480,2513,2978,1929,มากกว่า 6 
93.0,3826,1430,1370,2284,2431,147,4 ล้อ
55.0,8000,2950,2500,5830,5995,512,มากกว่า 6 
91.0,4575,1680,1620,5593,5759,180,4 ล้อ
69.0,9666,3900,2590,11392,11723,499,มากกว่า 6 
51.0,10273,3780,2440,3182,3331,718,6 ล้อ
60.0,10867,3360,2570,3512,3695,643,มากกว่า 6 
57.0,13223,3520,2380,15321,16105,834,มากกว่า 6 
63.0,20000,4020,2650,7947,9089,1163,มากกว่า 6 
99.0,4513,1820,1650,2183,2332,163,4 ล้อ
42.0,5031,1610,1630,868,1299,431,4 ล้อ
82.0,4528,1800,1670,568,765,196,4 ล้อ
75.0,4403,2800,1650,4346,4527,211,4 ล้อ
72.0,8937,3740,2580,7124,7337,441,6 ล้อ
65.0,16487,4100,2540,12902,13067,909,มากกว่า 6 
77.0,9808,4030,2660,19499,19678,457,มากกว่า 6 
92.0,4194,1560,1600,2117,2298,163,4 ล้อ
95.0,5200,2240,1580,1001,1165,195,4 ล้อ
71.0,10325,3810,2590,4348,4578,518,6 ล้อ
92.0,3773,1760,1000,5162,5310,147,4 ล้อ
69.0,4141,1440,1570,1067,1282,215,4 ล้อ
104.0,4255,1640,1630,1722,1918,146,4 ล้อ
60.0,9334,3790,2360,29509,29690,558,6 ล้อ
74.0,18000,4460,2510,23194,23837,928,มากกว่า 6 
26.0,16252,3630,2200,1951,2700,2246,มากกว่า 6 
78.0,9583,3940,2580,2218,2365,441,6 ล้อ
85.0,9085,3250,2530,3266,3447,381,มากกว่า 6 
57.0,8106,3980,2550,1086,1317,509,6 ล้อ
45.0,8631,3380,2520,3500,3882,682,มากกว่า 6 
68.0,10056,3840,2590,1300,1464,525,มากกว่า 6 
74.0,8000,2570,2380,6728,6909,329,6 ล้อ
103.0,9511,3440,2460,8874,9072,330,6 ล้อ
89.0,3632,1770,1590,7143,7291,146,4 ล้อ
68.0,16254,4430,2520,4799,4963,856,มากกว่า 6 
70.0,3533,1440,1350,1566,1781,181,4 ล้อ
100.0,4516,2670,1410,5279,5444,162,4 ล้อ
103.0,3733,1750,1560,1996,2111,129,4 ล้อ
82.0,8682,3600,2480,12370,12484,378,6 ล้อ
73.0,8456,3410,2440,8042,8256,413,6 ล้อ
86.0,3950,1750,1470,5514,5661,163,4 ล้อ
90.0,4556,1810,1760,1838,1986,181,4 ล้อ
38.0,4768,1850,1710,646,1111,446,4 ล้อ
92.0,4245,1440,1410,2486,2635,164,4 ล้อ
70.0,18000,4160,2510,12540,12704,946,มากกว่า 6 
74.0,18000,4110,2650,717,1144,896,มากกว่า 6 
74.0,16815,4130,2510,17045,17513,814,มากกว่า 6 
65.0,15849,3960,2610,3037,3184,875,มากกว่า 6 
65.0,9728,3770,2490,4107,4914,530,6 ล้อ
43.0,11482,3980,2620,3676,4075,946,6 ล้อ
49.0,16235,4490,2510,1881,2248,1173,มากกว่า 6 
103.0,4233,1650,1490,1272,1451,147,4 ล้อ
72.0,10324,3780,2600,17319,17878,513,6 ล้อ
70.0,9267,3850,2620,3134,3265,474,6 ล้อ
71.0,8000,2640,2200,3934,4132,315,6 ล้อ
65.0,8624,3730,2560,3479,3692,474,6 ล้อ
102.0,5150,2360,1250,3396,3544,180,4 ล้อ
90.0,8251,3600,2520,7174,7339,326,6 ล้อ
77.0,8940,3320,1680,8010,8174,413,มากกว่า 6 
86.0,4776,1590,1560,1384,1631,197,4 ล้อ
96.0,4863,1960,1330,3967,4146,181,4 ล้อ
86.0,3927,1790,1360,4799,4964,163,4 ล้อ
59.0,4071,1430,1450,1017,1298,247,4 ล้อ
71.0,20000,3990,2630,768,1732,1099,มากกว่า 6 
99.0,4080,1900,1570,6494,6657,146,4 ล้อ
99.0,4492,2290,1420,3218,3449,162,4 ล้อ
99.0,4108,1440,1390,2083,2214,148,4 ล้อ
90.0,11944,3770,2600,4562,4760,475,6 ล้อ
77.0,8662,3090,2270,5083,5312,400,มากกว่า 6 
107.0,3907,1280,1570,10572,10737,130,4 ล้อ
70.0,3583,1620,1510,1921,2134,181,4 ล้อ
104.0,4261,1370,1610,2303,2450,147,4 ล้อ
64.0,10408,2880,2530,1088,1980,582,6 ล้อ
85.0,3486,1440,1470,1315,1513,147,4 ล้อ
96.0,4389,1420,1730,13210,13374,163,4 ล้อ
104.0,4282,1930,1210,8808,8972,147,4 ล้อ
80.0,9909,3830,2580,5795,5976,441,6 ล้อ
70.0,20000,4120,2660,6012,6226,1090,มากกว่า 6 
72.0,9019,3180,2310,11339,11487,445,มากกว่า 6 
31.0,16060,4010,2580,4494,5076,1824,มากกว่า 6 
